,experiment,trial,mae,ssim,hist
6,equil_1e-1.0,6,0.3859766320973866,0.2368286627113515,0.834
7,equil_1e-1.0,7,0.390233323395685,0.2189488906338204,0.861
8,equil_1e-1.0,8,0.3849637933941505,0.1856460643356151,0.82
9,equil_1e-1.0,9,0.3931837594254037,0.203394052566128,0.779
10,equil_1e-1.0,10,0.3728687999351439,0.2375212633235784,0.846
11,equil_1e-1.0,11,0.3942134740747418,0.2010062783944773,0.848
12,equil_1e-1.0,12,0.3745982140182049,0.2439733949197198,0.839
13,equil_1e-1.0,13,0.3754432644275338,0.2328670670802167,0.843
14,equil_1e-1.0,14,0.3935336743150729,0.2102777874161197,0.767
15,equil_1e-1.0,15,0.3874673935525352,0.2204908426353032,0.87
16,equil_1e-1.0,16,0.3725137994090795,0.2414585977780713,0.808
17,equil_1e-1.0,17,0.3910732723970369,0.195088502982072,0.807
18,equil_1e-1.0,18,0.3635533781282135,0.2590519700054363,0.845
19,equil_1e-1.0,19,0.395158783215945,0.2125638925080769,0.813
20,equil_1e-1.0,20,0.3766914560322368,0.2326918528618428,0.841
21,equil_1e-1.0,21,0.368041907277838,0.2374704307824012,0.807
22,equil_1e-1.0,22,0.3741330334310746,0.2741068274905674,0.842
23,equil_1e-1.0,23,0.3850434095405839,0.2061554408410199,0.741
24,equil_1e-1.0,24,0.3997023765048242,0.1814267369587489,0.734
25,equil_1e-1.0,25,0.3625038011347538,0.2707780486017408,0.806
26,equil_1e-1.0,26,0.3652441369094404,0.2296616250857775,0.812
27,equil_1e-1.0,27,0.3659630029588288,0.2571506029180554,0.838
28,equil_1e-1.0,28,0.3826723236083137,0.2073689106164502,0.814
29,equil_1e-1.0,29,0.3749181155257997,0.2270379530879371,0.819
30,equil_1e-1.0,30,0.3855005379872918,0.2012261931299209,0.836
31,equil_1e-1.0,31,0.403924138796054,0.1685359105292113,0.757
32,equil_1e-1.0,32,0.3854663732208185,0.2269238742415983,0.768
33,equil_1e-1.0,33,0.384902613362771,0.1977635280276513,0.849
34,equil_1e-1.0,34,0.406681808675978,0.1747718708407369,0.786
35,equil_1e-1.0,35,0.3891532633383778,0.2343038031191282,0.834
36,equil_1e-1.0,36,0.3748078958941722,0.1930551698914984,0.802
37,equil_1e-1.0,37,0.3783125164752893,0.2205969280644069,0.836
38,equil_1e-1.0,38,0.3836068266086299,0.2358928204353527,0.844
39,equil_1e-1.0,39,0.3629600930159049,0.2600073515689481,0.809
40,equil_1e-1.0,40,0.3774217394357789,0.2405667943494229,0.827
41,equil_1e-1.0,41,0.3669896824529658,0.235869935069159,0.805
42,equil_1e-1.0,42,0.3894318464955334,0.1873683326747647,0.768
43,equil_1e-1.0,43,0.3648254682340478,0.2576126483137317,0.842
44,equil_1e-1.0,44,0.3955437051532778,0.2312121479296707,0.831
45,equil_1e-1.0,45,0.3806442388745903,0.2028075447726497,0.8
46,equil_1e-1.0,46,0.3861337537987919,0.2005550075118645,0.789
47,equil_1e-1.0,47,0.3852120424783957,0.2285422773973309,0.815
48,equil_1e-1.0,48,0.376513931687335,0.2368369190424029,0.761
49,equil_1e-1.0,49,0.373249731882423,0.2320401157764462,0.792
50,equil_1e-1.0,50,0.363843079428049,0.2300897990235211,0.792
51,equil_1e-1.0,51,0.3801407087077478,0.2271117847063052,0.785
52,equil_1e-1.0,52,0.3801628544347104,0.1956071067543518,0.849
53,equil_1e-1.0,53,0.375535860101475,0.2325418365559675,0.816
54,equil_1e-1.0,54,0.3661603421126559,0.2441972871764797,0.829
55,equil_1e-1.0,55,0.3889125353449209,0.2280025815733077,0.743
56,equil_1e-1.0,56,0.3673953243778645,0.2356014341959244,0.806
57,equil_1e-1.0,57,0.4007517398058584,0.1939954776832777,0.792
58,equil_1e-1.0,58,0.3894705156332918,0.2189798033804043,0.812
59,equil_1e-1.0,59,0.3880884922397077,0.2237184098448529,0.802
60,equil_1e-1.0,60,0.3841723943320237,0.212989114318312,0.821
61,equil_1e-1.0,61,0.3814036885510979,0.2272010806974256,0.86
62,equil_1e-1.0,62,0.3818437065718644,0.227036214463458,0.828
63,equil_1e-1.0,63,0.3878994554653828,0.2139291031140105,0.831
64,equil_1e-1.0,64,0.3921882048008266,0.1868300697579483,0.802
65,equil_1e-1.0,65,0.3869148399345397,0.2091111229554775,0.813
66,equil_1e-1.0,66,0.3886931369072805,0.2526428047431258,0.752
67,equil_1e-1.0,67,0.4075592814663435,0.220967957246716,0.795
68,equil_1e-1.0,68,0.3740651726139936,0.2308086045535051,0.864
69,equil_1e-1.0,69,0.3781789442469189,0.1957285739605328,0.882
70,equil_1e-1.0,70,0.3825750811186839,0.2050995046219904,0.864
71,equil_1e-1.0,71,0.3723102448584287,0.2303563486827838,0.826
72,equil_1e-1.0,72,0.3905651458498922,0.2040613031552733,0.802
73,equil_1e-1.0,73,0.396769260088999,0.2032673458356634,0.857
74,equil_1e-1.0,74,0.3873035238551547,0.1817651261393161,0.802
75,equil_1e-1.0,75,0.3821934898947706,0.2106976524554474,0.823
76,equil_1e-1.0,76,0.3975344100254259,0.1612351979394839,0.791
77,equil_1e-1.0,77,0.3689022546435103,0.2385615770036183,0.862
78,equil_1e-1.0,78,0.3808636949645116,0.2195267196792748,0.824
79,equil_1e-1.0,79,0.3931032350085059,0.2016409147435637,0.774
80,equil_1e-1.0,80,0.3756711721429658,0.232342789181832,0.773
81,equil_1e-1.0,81,0.3828328133978011,0.2299217310967421,0.737
82,equil_1e-1.0,82,0.3780563487648826,0.2246937063594985,0.793
83,equil_1e-1.0,83,0.366036489034591,0.2419621195446349,0.818
84,equil_1e-1.0,84,0.3647540271948248,0.2474646381321411,0.782
85,equil_1e-1.0,85,0.3720618271569608,0.2437042779098839,0.733
86,equil_1e-1.0,86,0.3672789976602584,0.22521914177937,0.781
87,equil_1e-1.0,87,0.3894843719878246,0.1860966012130063,0.814
88,equil_1e-1.0,88,0.3684193649598837,0.2364551772595869,0.771
89,equil_1e-1.0,89,0.3684403913125656,0.2272639982445043,0.844
90,equil_1e-1.0,90,0.3595667627356003,0.2699703956122498,0.834
91,equil_1e-1.0,91,0.3915215571296214,0.2067582199544308,0.8
92,equil_1e-1.0,92,0.3658488895589567,0.2418339805288376,0.768
93,equil_1e-1.0,93,0.3937747545218067,0.2075043616295248,0.815
94,equil_1e-1.0,94,0.3657564397629353,0.2317015142827135,0.853
95,equil_1e-1.0,95,0.3773300890353342,0.2012543838134017,0.789
96,equil_1e-1.0,96,0.3838725632243462,0.2156688589974086,0.787
97,equil_1e-1.0,97,0.4069241971206881,0.1695159028792253,0.841
98,equil_1e-1.0,98,0.3848698542565701,0.1781517939395893,0.728
99,equil_1e-1.0,99,0.3787477046522595,0.2074530203174236,0.805
0,equil_1e-1.6,0,0.4119430920175962,0.2101755297195414,0.628
1,equil_1e-1.6,1,0.4190323781536633,0.1967086651876322,0.677
2,equil_1e-1.6,2,0.4147402296815582,0.234260808296789,0.698
3,equil_1e-1.6,3,0.4213729904428901,0.2050915966019056,0.666
4,equil_1e-1.6,4,0.4116487335370485,0.2194007530227765,0.695
5,equil_1e-1.6,5,0.4271641640095276,0.19181522761194,0.666
6,equil_1e-1.6,6,0.4085317372382757,0.2040031515814492,0.731
7,equil_1e-1.6,7,0.4182679924759203,0.2067280316941003,0.698
8,equil_1e-1.6,8,0.4098988643047418,0.2151951765127068,0.763
9,equil_1e-1.6,9,0.4071622985130441,0.2178657124890098,0.712
10,equil_1e-1.6,10,0.4097237816645026,0.23387930887657,0.664
11,equil_1e-1.6,11,0.4157502262674526,0.2060063197573909,0.701
12,equil_1e-1.6,12,0.4154003412357844,0.2055330003320949,0.763
13,equil_1e-1.6,13,0.4111611617688984,0.2015213964471574,0.702
14,equil_1e-1.6,14,0.4079962149500239,0.2361683459364217,0.713
15,equil_1e-1.6,15,0.4127364413641609,0.206501222837947,0.665
16,equil_1e-1.6,16,0.4052782192848102,0.2271801531152096,0.725
17,equil_1e-1.6,17,0.404596893328753,0.2417509110258505,0.696
18,equil_1e-1.6,18,0.4154269870101449,0.2060639167413613,0.815
19,equil_1e-1.6,19,0.4145640584332871,0.2170687814645472,0.732
20,equil_1e-1.6,20,0.4109408539402208,0.2402934365959048,0.756
21,equil_1e-1.6,21,0.3973443355523,0.2416559050908092,0.744
22,equil_1e-1.6,22,0.4123295777119029,0.2372107928680642,0.718
23,equil_1e-1.6,23,0.4166188806802898,0.2388512228845007,0.666
24,equil_1e-1.6,24,0.4017586397996598,0.2409521035880026,0.744
25,equil_1e-1.6,25,0.4039101065319248,0.228846382302386,0.737
26,equil_1e-1.6,26,0.4183064954651327,0.1959964212765631,0.669
27,equil_1e-1.6,27,0.4141980982846412,0.2071919012042334,0.737
28,equil_1e-1.6,28,0.4017577575538794,0.2243093075195555,0.72
29,equil_1e-1.6,29,0.4176451228363459,0.2334171435900026,0.691
30,equil_1e-1.6,30,0.4054461810095358,0.2296784685852214,0.721
31,equil_1e-1.6,31,0.4139794754311032,0.2240926089165607,0.658
32,equil_1e-1.6,32,0.4077535712014064,0.217774801490986,0.745
33,equil_1e-1.6,33,0.4077819557198262,0.2208312116656165,0.775
34,equil_1e-1.6,34,0.4155014755737538,0.1926624702806255,0.779
35,equil_1e-1.6,35,0.4080409937480104,0.2343259760766874,0.692
36,equil_1e-1.6,36,0.4145595034644344,0.2216090435068195,0.764
37,equil_1e-1.6,37,0.4135482564519292,0.2016429533311187,0.727
38,equil_1e-1.6,38,0.4137263844534178,0.2111192030820605,0.754
39,equil_1e-1.6,39,0.4098183000075808,0.2192220071423248,0.777
40,equil_1e-1.6,40,0.4019293795686892,0.2253002377761082,0.622
41,equil_1e-1.6,41,0.4105536586955026,0.2482879367417965,0.658
42,equil_1e-1.6,42,0.4182038745678171,0.2151730883332529,0.715
43,equil_1e-1.6,43,0.4187416779138916,0.2115556367392806,0.676
44,equil_1e-1.6,44,0.4110840657469962,0.2193876953850192,0.768
45,equil_1e-1.6,45,0.418195810509278,0.2095964999697609,0.75
46,equil_1e-1.6,46,0.40795653223981,0.235460892548629,0.716
47,equil_1e-1.6,47,0.4109712561434512,0.2368327017079915,0.699
48,equil_1e-1.6,48,0.4097542983651291,0.23425388148175,0.702
49,equil_1e-1.6,49,0.4123899736283316,0.1923129741944154,0.576
50,equil_1e-1.6,50,0.4030181721932983,0.2563691632023162,0.661
51,equil_1e-1.6,51,0.4191104375227378,0.2095463562453543,0.667
52,equil_1e-1.6,52,0.4107882968078996,0.2039157525724306,0.724
53,equil_1e-1.6,53,0.4150021095663352,0.2064338899425458,0.7
54,equil_1e-1.6,54,0.4092775115253401,0.2287015169945864,0.676
55,equil_1e-1.6,55,0.4043663793523206,0.2372731120000298,0.709
56,equil_1e-1.6,56,0.4194192516068012,0.2017460309283447,0.715
57,equil_1e-1.6,57,0.4189521165577474,0.2263282589291748,0.652
58,equil_1e-1.6,58,0.4167884874701791,0.2185628122967692,0.667
59,equil_1e-1.6,59,0.4102073545540285,0.202320158289931,0.721
60,equil_1e-1.6,60,0.4081028424391306,0.2122071772639051,0.655
61,equil_1e-1.6,61,0.4005474035384584,0.2388274913683848,0.677
62,equil_1e-1.6,62,0.4051334986823716,0.2213797839739105,0.786
63,equil_1e-1.6,63,0.4101551389040855,0.2075450427811508,0.707
64,equil_1e-1.6,64,0.4101133922630604,0.2148664631960887,0.714
65,equil_1e-1.6,65,0.3973902586617239,0.2237100145597836,0.678
66,equil_1e-1.6,66,0.4087502049563126,0.2080017379688646,0.749
67,equil_1e-1.6,67,0.4119475307222819,0.2195969182833611,0.592
68,equil_1e-1.6,68,0.4054406369382168,0.2349980056022506,0.713
69,equil_1e-1.6,69,0.4169649924615812,0.2076961368150035,0.628
70,equil_1e-1.6,70,0.4059698652995063,0.2290751409874922,0.761
71,equil_1e-1.6,71,0.4080424681835649,0.2202918798666321,0.715
72,equil_1e-1.6,72,0.4113953968421904,0.2311898203579672,0.779
73,equil_1e-1.6,73,0.4145998440179743,0.2116784272867434,0.772
74,equil_1e-1.6,74,0.4135786372061314,0.2304688945007217,0.663
75,equil_1e-1.6,75,0.4071699883140944,0.2238680422974007,0.704
76,equil_1e-1.6,76,0.4246914242384303,0.1953742989434047,0.685
77,equil_1e-1.6,77,0.4066459152959542,0.2469450196120308,0.603
78,equil_1e-1.6,78,0.410724635398313,0.1984307975337565,0.753
79,equil_1e-1.6,79,0.4125028764006772,0.2147911804072649,0.74
80,equil_1e-1.6,80,0.4177769054501325,0.202139474650534,0.752
81,equil_1e-1.6,81,0.4147518127858509,0.1991010943635059,0.751
82,equil_1e-1.6,82,0.4157074694540226,0.2243034529136226,0.706
83,equil_1e-1.6,83,0.4143075600170195,0.2103508779637109,0.704
84,equil_1e-1.6,84,0.4213427160098085,0.1985516583522015,0.686
85,equil_1e-1.6,85,0.4259259682720501,0.2173877161163544,0.687
86,equil_1e-1.6,86,0.4177828845849843,0.2062266168955123,0.604
87,equil_1e-1.6,87,0.4021649922849084,0.2230589639727566,0.791
88,equil_1e-1.6,88,0.4060831135231387,0.2172231368577211,0.707
89,equil_1e-1.6,89,0.4043775593175822,0.2265896961861411,0.763
90,equil_1e-1.6,90,0.4008280410670681,0.230852894308264,0.744
91,equil_1e-1.6,91,0.4028782554581229,0.2140849887224304,0.758
92,equil_1e-1.6,92,0.4113371654476498,0.1974705086146684,0.698
93,equil_1e-1.6,93,0.4218675923279827,0.1998038298938752,0.72
94,equil_1e-1.6,94,0.4054995482796723,0.226084200632168,0.707
95,equil_1e-1.6,95,0.4091459778526211,0.2069289644710704,0.72
96,equil_1e-1.6,96,0.3979038556107139,0.2240192957800996,0.736
97,equil_1e-1.6,97,0.4179122883785534,0.2200609311045704,0.725
98,equil_1e-1.6,98,0.4040769731100493,0.2542826950784727,0.748
99,equil_1e-1.6,99,0.4003055429804325,0.2385767433261951,0.76
0,equil_1e-1.8,0,0.3741443319960404,0.2332858490311611,0.145
1,equil_1e-1.8,1,0.3620671842700622,0.2525100704757332,0.134
2,equil_1e-1.8,2,0.3655276652612566,0.2905788032151922,0.19
3,equil_1e-1.8,3,0.3623977746495321,0.2861668104492468,0.252
4,equil_1e-1.8,4,0.3499803272497245,0.3073797729720651,0.258
5,equil_1e-1.8,5,0.3774390973368679,0.246359900605799,0.112
6,equil_1e-1.8,6,0.3681869361094104,0.2551764249573252,0.145
7,equil_1e-1.8,7,0.3610816398563209,0.3067800643771398,0.258
8,equil_1e-1.8,8,0.3557546812903494,0.2739636393821527,0.261
9,equil_1e-1.8,9,0.3754405181686097,0.2445042875508686,0.176
10,equil_1e-1.8,10,0.3658622356452245,0.2853240457657044,0.301
11,equil_1e-1.8,11,0.3685729295059808,0.2779162497804197,0.247
12,equil_1e-1.8,12,0.3641798946723996,0.2788935918061646,0.088
13,equil_1e-1.8,13,0.3635993040086628,0.2500085906421164,0.096
14,equil_1e-1.8,14,0.3650430509134732,0.2780715408382881,0.263
15,equil_1e-1.8,15,0.3634487626339825,0.2433302674441449,0.158
16,equil_1e-1.8,16,0.3599570327695485,0.2870075358177903,0.199
17,equil_1e-1.8,17,0.3684910572260056,0.2545480906831401,0.244
18,equil_1e-1.8,18,0.3640336589240915,0.2846063661131914,0.241
19,equil_1e-1.8,19,0.3691454243265905,0.2871589963650167,0.216
20,equil_1e-1.8,20,0.363422475206586,0.2706232396674844,0.184
21,equil_1e-1.8,21,0.3625642933500689,0.278732502678622,0.277
22,equil_1e-1.8,22,0.3647510843306587,0.2843531721712391,0.195
23,equil_1e-1.8,23,0.3636517159687639,0.2634297420587967,0.231
24,equil_1e-1.8,24,0.3684781306760659,0.2342393799545467,0.162
25,equil_1e-1.8,25,0.3665158940029577,0.257757498317433,0.2
26,equil_1e-1.8,26,0.3718382391974391,0.2627525579675874,0.19
27,equil_1e-1.8,27,0.372977972285589,0.2731173263311914,0.21
28,equil_1e-1.8,28,0.3767001680587443,0.251809261805844,0.267
29,equil_1e-1.8,29,0.3697409148541497,0.2423489271740794,0.214
30,equil_1e-1.8,30,0.3624601742269077,0.2745193633570585,0.197
31,equil_1e-1.8,31,0.3824647891036364,0.2675378685280707,0.196
32,equil_1e-1.8,32,0.3638790162244777,0.288227791110009,0.208
33,equil_1e-1.8,33,0.3597581116805388,0.2670768580976465,0.2
34,equil_1e-1.8,34,0.3496535608070329,0.2715899389906155,0.168
35,equil_1e-1.8,35,0.3563214004467104,0.3068462824486971,0.344
36,equil_1e-1.8,36,0.3759488043373938,0.2392186751506058,0.219
37,equil_1e-1.8,37,0.365174559222552,0.3023851052192705,0.292
38,equil_1e-1.8,38,0.3685144258790025,0.2600999402255551,0.201
39,equil_1e-1.8,39,0.3620921612287102,0.2431579415057963,0.221
40,equil_1e-1.8,40,0.3601141500521252,0.2504823032856736,0.19
41,equil_1e-1.8,41,0.3703884296434759,0.2722350076571838,0.266
42,equil_1e-1.8,42,0.3713650253631864,0.25732346362768,0.154
43,equil_1e-1.8,43,0.3744186393338011,0.2544340644915902,0.231
44,equil_1e-1.8,44,0.3606752908011931,0.268581446190312,0.338
45,equil_1e-1.8,45,0.3647293376460277,0.301543621156576,0.313
46,equil_1e-1.8,46,0.3781951881628956,0.2248824705350644,0.209
47,equil_1e-1.8,47,0.3581276482066164,0.3232311048635473,0.218
48,equil_1e-1.8,48,0.368086490516425,0.272837933692263,0.13
49,equil_1e-1.8,49,0.3654707720749376,0.2479510645904817,0.16
50,equil_1e-1.8,50,0.362260313422584,0.2969313606760584,0.19
51,equil_1e-1.8,51,0.3573091133275186,0.2927670014082464,0.141
52,equil_1e-1.8,52,0.3682928917804442,0.2669908029838825,0.207
53,equil_1e-1.8,53,0.3648804722683941,0.3002282453617824,0.205
54,equil_1e-1.8,54,0.3615697452166233,0.2613011270775144,0.202
55,equil_1e-1.8,55,0.3648277738469219,0.2880894029945011,0.254
56,equil_1e-1.8,56,0.3734790875574367,0.2510464779686004,0.243
57,equil_1e-1.8,57,0.3629182809421392,0.2966109700608546,0.133
58,equil_1e-1.8,58,0.3704285091940164,0.2428388982613271,0.196
59,equil_1e-1.8,59,0.3671189698170711,0.2849865788765318,0.169
60,equil_1e-1.8,60,0.363975946311,0.3064556065058779,0.225
61,equil_1e-1.8,61,0.3533624299440986,0.2993254219503627,0.246
62,equil_1e-1.8,62,0.3661670776813088,0.2558682655223317,0.219
63,equil_1e-1.8,63,0.3635635317044484,0.23658055079735,0.248
64,equil_1e-1.8,64,0.3667629794909747,0.2664051829631996,0.156
65,equil_1e-1.8,65,0.3638882030405856,0.2592051394728081,0.195
66,equil_1e-1.8,66,0.3644121370775974,0.2550483432368343,0.202
67,equil_1e-1.8,67,0.3632862696296253,0.2723099408301106,0.292
68,equil_1e-1.8,68,0.3596818200385233,0.2443761080081218,0.192
69,equil_1e-1.8,69,0.3646070124907285,0.2940540629114155,0.182
70,equil_1e-1.8,70,0.366310978067811,0.266007987834687,0.193
71,equil_1e-1.8,71,0.3612412647901856,0.2756084109803435,0.162
72,equil_1e-1.8,72,0.3767502994442924,0.2590475872905602,0.09
73,equil_1e-1.8,73,0.3656479831887372,0.2548642050854803,0.18
74,equil_1e-1.8,74,0.3574024639784795,0.2799131051032377,0.205
75,equil_1e-1.8,75,0.3627165222183558,0.295719678541565,0.155
76,equil_1e-1.8,76,0.3639205144267168,0.2859498767829777,0.216
77,equil_1e-1.8,77,0.3654139885414583,0.2647968553930259,0.228
78,equil_1e-1.8,78,0.3661826663010904,0.2722627277076508,0.219
79,equil_1e-1.8,79,0.3822609674037109,0.2308308861989901,0.131
80,equil_1e-1.8,80,0.3578134223117941,0.2480280677873788,0.263
81,equil_1e-1.8,81,0.3669836812163101,0.2730772146782387,0.146
82,equil_1e-1.8,82,0.3735543280820884,0.2269250052437028,0.29
83,equil_1e-1.8,83,0.3677310005600451,0.2660687369482694,0.273
84,equil_1e-1.8,84,0.3748488508820779,0.2858092601349377,0.199
85,equil_1e-1.8,85,0.3528966203088483,0.3158502667105839,0.247
86,equil_1e-1.8,86,0.3552570187768172,0.3185904941826035,0.176
87,equil_1e-1.8,87,0.3678609906652088,0.2887003015644319,0.192
88,equil_1e-1.8,88,0.3622004205679132,0.2693854475488204,0.223
