,experiment,trial,mae,ssim,hist
89,equil_1e-1.8,89,0.3666715686923061,0.2874842521727558,0.21
90,equil_1e-1.8,90,0.3563762986500993,0.3087143906679155,0.192
91,equil_1e-1.8,91,0.3652751252453675,0.2615847349827309,0.205
92,equil_1e-1.8,92,0.3719030581661537,0.2623151777015402,0.301
93,equil_1e-1.8,93,0.3734074940054823,0.2434771221378929,0.101
94,equil_1e-1.8,94,0.3693170730476915,0.2807050566198698,0.212
95,equil_1e-1.8,95,0.365669353014087,0.3092782834191466,0.244
96,equil_1e-1.8,96,0.3639267902073472,0.2905233520844269,0.245
97,equil_1e-1.8,97,0.3669937172053639,0.277922595935572,0.161
98,equil_1e-1.8,98,0.3727693319688106,0.2362592723190226,0.252
99,equil_1e-1.8,99,0.3707690238486923,0.2804986444894857,0.218
0,equil_1e-2.0,0,0.3519875704300821,0.2827268933877763,0.654
1,equil_1e-2.0,1,0.3664554734662302,0.2567145935370361,0.643
2,equil_1e-2.0,2,0.3591648431548061,0.2683209215433996,0.697
3,equil_1e-2.0,3,0.3485483727830318,0.3127901290403785,0.503
4,equil_1e-2.0,4,0.3508131796826481,0.2679812720681334,0.566
5,equil_1e-2.0,5,0.3646625702703411,0.2478009518251837,0.623
6,equil_1e-2.0,6,0.3666797900683148,0.2494657223170648,0.641
7,equil_1e-2.0,7,0.3479541416514972,0.300928406823935,0.583
8,equil_1e-2.0,8,0.3639572267916339,0.2714287533030293,0.552
9,equil_1e-2.0,9,0.3591624583022063,0.2906296059710005,0.664
10,equil_1e-2.0,10,0.3652226013976747,0.2371776293944801,0.611
11,equil_1e-2.0,11,0.3800999794124609,0.2274228070700573,0.68
12,equil_1e-2.0,12,0.3669287063145813,0.274563027339721,0.562
13,equil_1e-2.0,13,0.3591371888576188,0.2823578447288998,0.535
14,equil_1e-2.0,14,0.3589825363712324,0.2440279762374718,0.572
15,equil_1e-2.0,15,0.3568593198530742,0.2895743326012029,0.536
16,equil_1e-2.0,16,0.3720884580858657,0.2368545108875715,0.648
17,equil_1e-2.0,17,0.3544190659910746,0.2686399106486334,0.619
18,equil_1e-2.0,18,0.360740110372672,0.2964838031189718,0.608
19,equil_1e-2.0,19,0.3647028049308735,0.2551075826078647,0.665
20,equil_1e-2.0,20,0.3622216756524339,0.2265938466347574,0.59
21,equil_1e-2.0,21,0.3622248142068114,0.2454198891273917,0.651
22,equil_1e-2.0,22,0.3580975129804977,0.2756925713055225,0.637
23,equil_1e-2.0,23,0.3690633865527237,0.2467124990867348,0.658
24,equil_1e-2.0,24,0.3526868062417495,0.2762885661489839,0.68
25,equil_1e-2.0,25,0.3377078618468701,0.328230455549571,0.629
26,equil_1e-2.0,26,0.3506569777751771,0.2914170474069161,0.585
27,equil_1e-2.0,27,0.367921690259064,0.2356154389646727,0.603
28,equil_1e-2.0,28,0.3527535252080621,0.2621043095214588,0.703
29,equil_1e-2.0,29,0.3611847197119803,0.2609799978105805,0.559
30,equil_1e-2.0,30,0.3656000388436702,0.2536072056638827,0.701
31,equil_1e-2.0,31,0.3448765879031348,0.2612231137869785,0.618
32,equil_1e-2.0,32,0.3669043566344274,0.2543288173751642,0.513
33,equil_1e-2.0,33,0.3633286393900926,0.2653991066948425,0.537
34,equil_1e-2.0,34,0.3595038173551321,0.2459852113293689,0.599
35,equil_1e-2.0,35,0.3521720916646355,0.2939198417102224,0.608
36,equil_1e-2.0,36,0.3505784564574072,0.2808343128831798,0.666
37,equil_1e-2.0,37,0.3521934281539836,0.3090202511432156,0.502
38,equil_1e-2.0,38,0.3697681904029007,0.2509540836216797,0.634
39,equil_1e-2.0,39,0.3541944455006847,0.2614860818352202,0.634
40,equil_1e-2.0,40,0.3646770041042761,0.2476840186302236,0.526
41,equil_1e-2.0,41,0.3465056488249908,0.3068779841145156,0.572
42,equil_1e-2.0,42,0.3752195974664534,0.2527303785821361,0.701
43,equil_1e-2.0,43,0.3630459594247375,0.2611580274866578,0.544
44,equil_1e-2.0,44,0.3660862956051001,0.2799936612822733,0.614
45,equil_1e-2.0,45,0.3589129566508767,0.2683272253591996,0.477
46,equil_1e-2.0,46,0.3418733405548557,0.277479036780877,0.664
47,equil_1e-2.0,47,0.3667346642641896,0.2687182453603288,0.603
48,equil_1e-2.0,48,0.3624489040720728,0.2741396675499929,0.61
49,equil_1e-2.0,49,0.3638921440530535,0.2680685465000008,0.605
50,equil_1e-2.0,50,0.3660935576369741,0.2570590057253964,0.585
51,equil_1e-2.0,51,0.3608209810058167,0.2903056840297452,0.571
52,equil_1e-2.0,52,0.3522652625706013,0.2923081651856507,0.559
53,equil_1e-2.0,53,0.3469694874507882,0.2863513632683191,0.595
54,equil_1e-2.0,54,0.3601112348910771,0.2687713144030997,0.733
55,equil_1e-2.0,55,0.3622856614339985,0.2615350424969493,0.607
56,equil_1e-2.0,56,0.3500254130793976,0.2819656610872874,0.605
57,equil_1e-2.0,57,0.3516342615437096,0.283809519701199,0.687
58,equil_1e-2.0,58,0.3568998666921662,0.2722362630605029,0.655
59,equil_1e-2.0,59,0.3610601229812499,0.2791225925262124,0.622
60,equil_1e-2.0,60,0.3482116187610973,0.2796531383174186,0.559
61,equil_1e-2.0,61,0.3600736416476557,0.2580055333677251,0.627
62,equil_1e-2.0,62,0.3825534857750026,0.2381338778638337,0.657
63,equil_1e-2.0,63,0.3698842632724129,0.2451227041588822,0.538
64,equil_1e-2.0,64,0.3600025279171483,0.2958533968757978,0.617
65,equil_1e-2.0,65,0.3673217855732237,0.2467277737261481,0.632
66,equil_1e-2.0,66,0.3600459541753019,0.289240140309041,0.627
67,equil_1e-2.0,67,0.3537482990253383,0.2627197813634271,0.662
68,equil_1e-2.0,68,0.3602261489603477,0.2655964689573404,0.664
69,equil_1e-2.0,69,0.3547065060908699,0.282179598450625,0.516
70,equil_1e-2.0,70,0.3569301276500239,0.283595951182101,0.664
71,equil_1e-2.0,71,0.354187944724493,0.3000141168138197,0.608
72,equil_1e-2.0,72,0.3518505706038279,0.2792595470385524,0.638
73,equil_1e-2.0,73,0.3626982547208965,0.2677511358149754,0.625
74,equil_1e-2.0,74,0.3595779720768741,0.2784776731323049,0.584
75,equil_1e-2.0,75,0.3618226762089032,0.2574225053875531,0.608
76,equil_1e-2.0,76,0.3569926248290422,0.2327875916293222,0.662
77,equil_1e-2.0,77,0.3417130186552619,0.3318693468998358,0.531
78,equil_1e-2.0,78,0.3567712357552356,0.2688304128529494,0.595
79,equil_1e-2.0,79,0.3653367210505607,0.2592383298970964,0.624
80,equil_1e-2.0,80,0.3552157111404043,0.2851038227534472,0.597
81,equil_1e-2.0,81,0.376307263602871,0.2421192871288077,0.628
82,equil_1e-2.0,82,0.3585183348492169,0.2691019784560184,0.615
83,equil_1e-2.0,83,0.3512428557634704,0.2757361461594911,0.594
84,equil_1e-2.0,84,0.3754375918378921,0.2322986611087493,0.619
85,equil_1e-2.0,85,0.3618716402251566,0.2384816337499687,0.654
86,equil_1e-2.0,86,0.3491232789776991,0.3085854665188907,0.56
87,equil_1e-2.0,87,0.3681800213704096,0.2799612465131449,0.571
88,equil_1e-2.0,88,0.3559804337617714,0.2796177308771913,0.468
89,equil_1e-2.0,89,0.3600022760521805,0.2717407103298903,0.663
90,equil_1e-2.0,90,0.3525249107140769,0.2809493928243609,0.605
91,equil_1e-2.0,91,0.3446017562958315,0.2639451112260142,0.608
92,equil_1e-2.0,92,0.3521709722180676,0.2919297026382369,0.574
93,equil_1e-2.0,93,0.3539993805225616,0.2763952938795068,0.582
94,equil_1e-2.0,94,0.358589153939749,0.2509164532079211,0.6
95,equil_1e-2.0,95,0.3524912346576771,0.2704159782696012,0.57
96,equil_1e-2.0,96,0.3596925190389133,0.2765867854491832,0.595
97,equil_1e-2.0,97,0.356640631443318,0.2675535892874741,0.623
98,equil_1e-2.0,98,0.3675651564162721,0.2460220690792894,0.659
99,equil_1e-2.0,99,0.3595169075705037,0.2640123142225741,0.496
0,equil_1e-2.2,0,0.3884872651834453,0.1540115396957329,0.297
1,equil_1e-2.2,1,0.370810020916433,0.2017309831285592,0.445
2,equil_1e-2.2,2,0.3784969769477728,0.1820586775199196,0.336
3,equil_1e-2.2,3,0.3744181201455021,0.1833891223165274,0.42
4,equil_1e-2.2,4,0.3810907784720945,0.1634161204790054,0.444
5,equil_1e-2.2,5,0.3714920714455856,0.2398488630465516,0.444
6,equil_1e-2.2,6,0.3762735299104678,0.1934453358830576,0.422
7,equil_1e-2.2,7,0.3732319118258853,0.2021208227992047,0.327
8,equil_1e-2.2,8,0.3911282882044487,0.1769297719693366,0.297
9,equil_1e-2.2,9,0.3901636317546113,0.1754806337053493,0.324
10,equil_1e-2.2,10,0.3869904165895776,0.1725979642700584,0.256
11,equil_1e-2.2,11,0.3864435768728727,0.1548010462308272,0.363
12,equil_1e-2.2,12,0.3702828717703989,0.1866004562066686,0.269
13,equil_1e-2.2,13,0.3784088706381272,0.1705387554165495,0.356
14,equil_1e-2.2,14,0.3897781293486509,0.1830296456761002,0.407
15,equil_1e-2.2,15,0.3907566759223484,0.1540162733132994,0.263
16,equil_1e-2.2,16,0.3815253845477607,0.2130640804523549,0.316
17,equil_1e-2.2,17,0.3708266570283595,0.2149589088677328,0.394
18,equil_1e-2.2,18,0.3725609828691957,0.2303506675077951,0.199
19,equil_1e-2.2,19,0.3686095195993975,0.1845007098743042,0.596
20,equil_1e-2.2,20,0.3760945142659544,0.1830248939892756,0.348
21,equil_1e-2.2,21,0.3820113248437759,0.1995484701716041,0.331
22,equil_1e-2.2,22,0.3889522860417528,0.1869738519195218,0.41
23,equil_1e-2.2,23,0.3735288820112901,0.188622159095832,0.279
24,equil_1e-2.2,24,0.3869213411548892,0.1665965390221249,0.286
25,equil_1e-2.2,25,0.3910772253172702,0.1823662549995141,0.353
26,equil_1e-2.2,26,0.3735336437509478,0.1916235338503555,0.462
27,equil_1e-2.2,27,0.3731946131941147,0.1950644926294151,0.337
28,equil_1e-2.2,28,0.3857794921006169,0.1889111131823655,0.452
29,equil_1e-2.2,29,0.3667153613254239,0.1868098201056276,0.431
30,equil_1e-2.2,30,0.3972811233676948,0.1522674356289836,0.369
31,equil_1e-2.2,31,0.3711248103581874,0.195543863289389,0.384
32,equil_1e-2.2,32,0.3745992092070954,0.2097420623448691,0.345
33,equil_1e-2.2,33,0.3777557402408114,0.1846420666142945,0.375
34,equil_1e-2.2,34,0.3852949669708565,0.1752721470652384,0.274
35,equil_1e-2.2,35,0.377726989322487,0.171207569835209,0.379
36,equil_1e-2.2,36,0.3864387496944075,0.1876687998160859,0.269
37,equil_1e-2.2,37,0.3790543428337687,0.1710917845376159,0.383
38,equil_1e-2.2,38,0.3810758138489374,0.2504668622945627,0.397
39,equil_1e-2.2,39,0.3722694573698478,0.1860096993468759,0.392
40,equil_1e-2.2,40,0.3849577540012645,0.1706169123170692,0.471
41,equil_1e-2.2,41,0.3660153319350795,0.2166984046279655,0.29
42,equil_1e-2.2,42,0.3650929892492935,0.2313658605133643,0.406
43,equil_1e-2.2,43,0.3895702132429224,0.2045267311165137,0.346
44,equil_1e-2.2,44,0.3795639089759661,0.2151673154883988,0.457
45,equil_1e-2.2,45,0.3798243336877577,0.1824240084338531,0.329
46,equil_1e-2.2,46,0.3810024714223644,0.1960553935520711,0.428
47,equil_1e-2.2,47,0.3880828753066791,0.1677926346842191,0.434
48,equil_1e-2.2,48,0.3617328146295435,0.2188926598288261,0.442
49,equil_1e-2.2,49,0.3715190781686169,0.2016511742213365,0.287
50,equil_1e-2.2,50,0.3805402571032886,0.187401965122737,0.343
51,equil_1e-2.2,51,0.3818701223624868,0.1689579287019636,0.412
52,equil_1e-2.2,52,0.3738621886073742,0.2057142835923173,0.28
53,equil_1e-2.2,53,0.3990085703866506,0.1686797048471532,0.32
54,equil_1e-2.2,54,0.376051838219611,0.1916483761879445,0.371
55,equil_1e-2.2,55,0.370275951073511,0.2118508784784628,0.42
56,equil_1e-2.2,56,0.377463949256181,0.2067087505831215,0.408
57,equil_1e-2.2,57,0.3867654475337448,0.1655867604651063,0.376
58,equil_1e-2.2,58,0.3714575437755948,0.1469680976797293,0.346
59,equil_1e-2.2,59,0.3779005189249521,0.2040768501935407,0.44
60,equil_1e-2.2,60,0.3801758986381761,0.1551214338955487,0.383
61,equil_1e-2.2,61,0.3639297860184154,0.2003372416854469,0.476
62,equil_1e-2.2,62,0.3884666478415433,0.1737725172010946,0.352
63,equil_1e-2.2,63,0.3819568655160666,0.1979968547407943,0.319
64,equil_1e-2.2,64,0.3789238411076212,0.1877605937393823,0.359
65,equil_1e-2.2,65,0.3896278366405218,0.1594098572293026,0.409
66,equil_1e-2.2,66,0.3761216866226772,0.2091792327800666,0.296
67,equil_1e-2.2,67,0.3660942172930962,0.2380702329426183,0.366
68,equil_1e-2.2,68,0.3865497664604773,0.1258379053813823,0.393
69,equil_1e-2.2,69,0.3689525800820073,0.1842799174699826,0.419
70,equil_1e-2.2,70,0.3800289928760882,0.2060355949961084,0.286
71,equil_1e-2.2,71,0.3722905043061968,0.2057692207426463,0.449
72,equil_1e-2.2,72,0.3829387810821842,0.2374092484635031,0.328
73,equil_1e-2.2,73,0.3677929949125067,0.2522056128067343,0.44
74,equil_1e-2.2,74,0.377350260285738,0.151216421770959,0.389
75,equil_1e-2.2,75,0.368498313560175,0.1789053591217098,0.252
76,equil_1e-2.2,76,0.3745731437331533,0.1975205860813434,0.402
77,equil_1e-2.2,77,0.3957611881285119,0.1639351203481821,0.298
78,equil_1e-2.2,78,0.3823250651331166,0.1746214524707312,0.373
79,equil_1e-2.2,79,0.3735871687051567,0.1606101793619833,0.316
80,equil_1e-2.2,80,0.4061943903968533,0.146936621755705,0.424
81,equil_1e-2.2,81,0.3703176112028238,0.1918641086418466,0.44
82,equil_1e-2.2,82,0.3686532931621378,0.2229615874945447,0.404
83,equil_1e-2.2,83,0.3647611976936683,0.2135452646222976,0.493
84,equil_1e-2.2,84,0.3768616883097372,0.2039777361634351,0.397
85,equil_1e-2.2,85,0.389435392376408,0.198435670692622,0.416
86,equil_1e-2.2,86,0.4091509085159029,0.1449530828916001,0.323
87,equil_1e-2.2,87,0.3751012746305101,0.1413204214635619,0.289
88,equil_1e-2.2,88,0.3662634081540921,0.2149970666913904,0.355
89,equil_1e-2.2,89,0.3569263602979283,0.1845069394313954,0.452
90,equil_1e-2.2,90,0.378038006883038,0.1561578826773126,0.369
91,equil_1e-2.2,91,0.3909243370599788,0.2116187906903262,0.302
92,equil_1e-2.2,92,0.3850760581934295,0.1449377153232796,0.381
93,equil_1e-2.2,93,0.3808829534273753,0.1826899639053858,0.424
94,equil_1e-2.2,94,0.3786589043237165,0.1745974343311585,0.515
95,equil_1e-2.2,95,0.3766988278502677,0.2041176444244599,0.467
96,equil_1e-2.2,96,0.3770791173177638,0.2057934030489233,0.372
97,equil_1e-2.2,97,0.3597260552959244,0.2404590310460867,0.448
98,equil_1e-2.2,98,0.403158730261294,0.1232868642484518,0.222
99,equil_1e-2.2,99,0.3719017448024542,0.2125058098693961,0.395
0,snr1,0,0.4661790383180053,0.0995927432692251,0.478
1,snr1,1,0.4709947000703274,0.1158641916571189,0.441
2,snr1,2,0.4689184714133624,0.1173478731254992,0.439
3,snr1,3,0.4696476924051817,0.1101119461639823,0.407
4,snr1,4,0.4776731988856304,0.1041758394338543,0.372
5,snr1,5,0.4682053736246352,0.1032395024755107,0.425
6,snr1,6,0.4729926735588869,0.1114018030150299,0.446
7,snr1,7,0.4789196100691544,0.1102671237290237,0.401
8,snr1,8,0.4677305477710176,0.1062212884831059,0.467
9,snr1,9,0.4733536880146728,0.1090186995226242,0.393
10,snr1,10,0.4712023063038822,0.1210738702947636,0.463
11,snr1,11,0.4730296411431944,0.1041917721381481,0.389
12,snr1,12,0.477163452688957,0.1019834245938665,0.386
13,snr1,13,0.4704673105148719,0.1098475844193697,0.457
14,snr1,14,0.4705629154208995,0.1051233500463116,0.422
15,snr1,15,0.4749953750153747,0.1054156613218451,0.419
16,snr1,16,0.4716530235938302,0.1121270485438727,0.392
17,snr1,17,0.4663546021191911,0.0969191410347743,0.426
18,snr1,18,0.4602037568690987,0.1142681765816899,0.516
19,snr1,19,0.4744697734009148,0.0966308237087908,0.338
20,snr1,20,0.4777575387130517,0.1042306499274661,0.423
21,snr1,21,0.4747155606398231,0.1045061717233318,0.397
22,snr1,22,0.4717702813250556,0.1061983009528203,0.491
23,snr1,23,0.4734018475310808,0.1107273774951503,0.385
24,snr1,24,0.4725433744166166,0.1090786344255712,0.431
25,snr1,25,0.4722784334208652,0.1096022691874547,0.398
26,snr1,26,0.4701048997782868,0.1159112273417642,0.447
27,snr1,27,0.4692189996134023,0.1067033167395684,0.432
28,snr1,28,0.4705102147419208,0.1092267913481548,0.418
29,snr1,29,0.4751048171712687,0.098743967278676,0.386
30,snr1,30,0.4777158782086028,0.1112448208334187,0.404
31,snr1,31,0.4698111197309492,0.1031117641359628,0.365
32,snr1,32,0.4703600194297607,0.109291688371874,0.406
33,snr1,33,0.4782987645177817,0.0900598644913473,0.365
34,snr1,34,0.4785791782549392,0.1065079025982838,0.41
35,snr1,35,0.4736361399360441,0.1049225701123384,0.431
36,snr1,36,0.4790103010100202,0.1005180926307254,0.347
37,snr1,37,0.4756296759367598,0.1070175795782391,0.426
38,snr1,38,0.4694522644504468,0.0990479496735112,0.443
39,snr1,39,0.4783151402378636,0.1059235616138179,0.403
40,snr1,40,0.471855874253005,0.117226063369776,0.426
41,snr1,41,0.4705277619045658,0.1153176267159567,0.435
42,snr1,42,0.4771305057742467,0.1110839893056542,0.429
43,snr1,43,0.4729442197114853,0.1079730237124371,0.48
44,snr1,44,0.4694028571472486,0.107854375088553,0.444
45,snr1,45,0.4690837158511098,0.1063644638861569,0.416
46,snr1,46,0.4725943611442051,0.1075052492434202,0.417
47,snr1,47,0.4747292044645024,0.1053660923074796,0.399
48,snr1,48,0.4734037324191763,0.108659182505457,0.352
49,snr1,49,0.4686795632902645,0.1031554338128248,0.448
50,snr1,50,0.4696810832579831,0.1124734078348587,0.468
51,snr1,51,0.4741801148085725,0.108075771649894,0.425
52,snr1,52,0.4644797133499312,0.1113856745756977,0.484
53,snr1,53,0.4823890507939266,0.0981717426467615,0.367
54,snr1,54,0.470574283568163,0.1026926448930868,0.414
55,snr1,55,0.480524550884913,0.1040184279273815,0.395
56,snr1,56,0.4749736319179458,0.1005627543267184,0.436
57,snr1,57,0.4804368105700828,0.0992742781060166,0.362
58,snr1,58,0.4705709185235164,0.1109540901897342,0.403
59,snr1,59,0.471464984348081,0.1081070231019892,0.455
60,snr1,60,0.4730985886399316,0.1181464952935092,0.447
61,snr1,61,0.4674165545810121,0.1075772609606287,0.426
62,snr1,62,0.4701095777571084,0.098594229993135,0.424
63,snr1,63,0.4705300779208185,0.1043595773102033,0.475
64,snr1,64,0.4718759419245386,0.1127801567564812,0.423
65,snr1,65,0.4733669201576593,0.1029960322512038,0.466
66,snr1,66,0.4669405265466672,0.1155558867110014,0.421
67,snr1,67,0.4778708218373599,0.1006091518992401,0.395
68,snr1,68,0.463752919992597,0.117052026537536,0.455
69,snr1,69,0.4689487213341244,0.110647499620016,0.379
70,snr1,70,0.4742694552323443,0.101339826468564,0.394
71,snr1,71,0.4709550868451267,0.0965279091278457,0.437
72,snr1,72,0.4703843574368009,0.10767232284712,0.441
73,snr1,73,0.476228621257119,0.1092600899768798,0.441
74,snr1,74,0.4710633365089333,0.1073755600898053,0.447
75,snr1,75,0.4671903598069634,0.1056317034538842,0.427
76,snr1,76,0.469782495328096,0.1110962887093098,0.403
77,snr1,77,0.4639516306325508,0.1037943736306152,0.431
78,snr1,78,0.4808866860172095,0.1054862862278396,0.38
79,snr1,79,0.4655322295230238,0.1181530121872297,0.42
80,snr1,80,0.4726078124352729,0.1158180695621439,0.43
81,snr1,81,0.4686560275339627,0.1098788612244197,0.525
82,snr1,82,0.476924581561364,0.1051968981042475,0.42
83,snr1,83,0.4797621961471283,0.1058588272352578,0.385
84,snr1,84,0.4641660998175897,0.117808337781213,0.507
85,snr1,85,0.4707974208711367,0.1197186250518759,0.486
86,snr1,86,0.4735934912352894,0.1064663185785493,0.399
87,snr1,87,0.4711693126075917,0.1080161632309322,0.435
88,snr1,88,0.4739101548427404,0.0971280516276289,0.388
89,snr1,89,0.4651594867572415,0.1049656742446001,0.436
90,snr1,90,0.4772202596119588,0.104668389148883,0.393
91,snr1,91,0.4667326103565703,0.1124878364927416,0.462
92,snr1,92,0.4780205134633369,0.1120356408030119,0.412
93,snr1,93,0.4699757574958851,0.1062328465022176,0.417
94,snr1,94,0.4721625678334735,0.1021317600709026,0.414
95,snr1,95,0.4788877616985854,0.1021790181740012,0.393
96,snr1,96,0.4787695899997098,0.1034755410017511,0.366
97,snr1,97,0.4776577503722398,0.1001528356634351,0.384
98,snr1,98,0.4677509959103216,0.1123828593316216,0.375
99,snr1,99,0.4703579640121372,0.1068401370300437,0.392
0,snr10,0,0.391500265366514,0.2092832679710078,0.326
1,snr10,1,0.3990198500466725,0.1962884920336172,0.362
2,snr10,2,0.4045028659978167,0.2251308802210876,0.321
3,snr10,3,0.4006785793687504,0.209286251497466,0.297
4,snr10,4,0.3930837459040902,0.2246797720116024,0.278
5,snr10,5,0.3983187552595368,0.1925418632520373,0.376
6,snr10,6,0.3938782006294591,0.2388379665900843,0.311
7,snr10,7,0.3818780511661802,0.2352476768631428,0.362
8,snr10,8,0.4011652905829341,0.2068747181353734,0.335
9,snr10,9,0.4012933364579041,0.1985466407424699,0.359
10,snr10,10,0.3973403059329441,0.2102469026665134,0.288
11,snr10,11,0.3943011561225635,0.2462530222449429,0.351
12,snr10,12,0.395666868411673,0.213649325312886,0.34
13,snr10,13,0.3900618938620772,0.2210086350899656,0.324
14,snr10,14,0.4058868609804075,0.1914142437555794,0.349
15,snr10,15,0.4000838833206386,0.199644795445192,0.309
16,snr10,16,0.3962119351085872,0.2029636197894954,0.32
17,snr10,17,0.3853852034965739,0.2393905426095739,0.354
18,snr10,18,0.3992932625267846,0.1741155464199259,0.288
19,snr10,19,0.405212326835209,0.1983406063238733,0.313
20,snr10,20,0.3974169664900299,0.2047516108411917,0.294
21,snr10,21,0.3890812304888991,0.2188342486759633,0.41
22,snr10,22,0.3938120815047239,0.2244670381176469,0.332
23,snr10,23,0.4054215287870431,0.1860106450975505,0.28
24,snr10,24,0.4063575174096049,0.1898199175698761,0.27
25,snr10,25,0.3906526405525844,0.2214416508480536,0.288
26,snr10,26,0.416250490427597,0.1990249491676174,0.275
27,snr10,27,0.3907958608354331,0.2283213919446888,0.357
28,snr10,28,0.3963972192224485,0.2119059885803138,0.302
29,snr10,29,0.399642726344849,0.2077146703463609,0.259
30,snr10,30,0.3950862946011255,0.2157575594391602,0.36
31,snr10,31,0.3919382001784661,0.2461474467472225,0.289
32,snr10,32,0.3954843823812346,0.1873753462897548,0.253
33,snr10,33,0.4007343761423508,0.1956038243204377,0.261
34,snr10,34,0.3915624784795874,0.2345616525742427,0.283
35,snr10,35,0.4016047832429451,0.2152116522412238,0.403
36,snr10,36,0.4089476611962273,0.1906155596227133,0.319
37,snr10,37,0.3995708864350303,0.1966131213075953,0.306
38,snr10,38,0.4145784703238305,0.1894102132432016,0.259
39,snr10,39,0.3947991523694678,0.2203522865523319,0.232
40,snr10,40,0.3849780588217,0.217095861760063,0.273
41,snr10,41,0.3791097274243482,0.2306489921964446,0.34
42,snr10,42,0.3875582284312009,0.2310507598875213,0.335
43,snr10,43,0.3943918489977571,0.2086444427529053,0.307
44,snr10,44,0.4106475704435644,0.199643376040592,0.267
45,snr10,45,0.3928125796164495,0.2452906780115436,0.289
46,snr10,46,0.4007208193161722,0.2318870920581664,0.144
47,snr10,47,0.3967463733762078,0.2019039561645776,0.322
48,snr10,48,0.3954204760727221,0.2041897424855251,0.298
49,snr10,49,0.3880354492325149,0.2195811924969478,0.39
50,snr10,50,0.3945876404403873,0.1899221861304101,0.315
51,snr10,51,0.3810295937741111,0.2325875010508812,0.338
52,snr10,52,0.3924618963876115,0.2079024998271558,0.302
53,snr10,53,0.4038904389334515,0.2104683930709104,0.299
54,snr10,54,0.3965440476608516,0.2459402588045037,0.268
55,snr10,55,0.397609353036205,0.1977297940382181,0.33
56,snr10,56,0.3994579067071949,0.2214117944476764,0.349
57,snr10,57,0.3987386252755109,0.2149252711400341,0.379
58,snr10,58,0.3981567389947424,0.2384224244986615,0.27
59,snr10,59,0.3962505085497707,0.223362825421564,0.36
60,snr10,60,0.3984972046769731,0.2042484172552258,0.327
61,snr10,61,0.3963360899168482,0.2113292376441959,0.336
62,snr10,62,0.396442963488945,0.2131600713924034,0.396
63,snr10,63,0.397256629640932,0.2128563159881404,0.322
64,snr10,64,0.4046448557965686,0.175752884152981,0.433
65,snr10,65,0.4060419329481404,0.20474498620584,0.26
66,snr10,66,0.3919749039907375,0.1961188492665084,0.366
67,snr10,67,0.4046661272237311,0.19621594823361,0.358
68,snr10,68,0.3939995404581307,0.2241236910329314,0.362
69,snr10,69,0.4052073038225795,0.1881248571704629,0.343
70,snr10,70,0.4006555866804537,0.2239018216651894,0.308
71,snr10,71,0.4056073332948925,0.2151901609221204,0.252
72,snr10,72,0.4040148382576656,0.1911719814686706,0.342
73,snr10,73,0.4072803615588642,0.1897581365105785,0.345
74,snr10,74,0.4046614902226788,0.1846153856226844,0.353
75,snr10,75,0.3972569428985805,0.1723121869887545,0.393
76,snr10,76,0.3949599017899805,0.2194913333020617,0.351
77,snr10,77,0.4024302613125574,0.2048954599723717,0.277
78,snr10,78,0.3948422935667657,0.2285255160072954,0.339
79,snr10,79,0.3976452035876913,0.2173520375837672,0.322
80,snr10,80,0.3941547189318384,0.2283667303759898,0.267
81,snr10,81,0.3882145422732746,0.2340458727956814,0.309
82,snr10,82,0.4008997223186805,0.2146749253410892,0.349
83,snr10,83,0.3936417572868249,0.2075644959531817,0.279
84,snr10,84,0.3977633092387467,0.2397321074211522,0.203
85,snr10,85,0.3962870781003866,0.2144797359585659,0.335
86,snr10,86,0.3940596194774365,0.2187423876701522,0.303
87,snr10,87,0.4061418372980006,0.2072406561830135,0.284
88,snr10,88,0.3949953118276125,0.2049631914456489,0.347
89,snr10,89,0.3972252474612792,0.2278517780277582,0.306
90,snr10,90,0.3764565430588806,0.2432505242314181,0.366
91,snr10,91,0.3839742262236325,0.2431018401259287,0.265
92,snr10,92,0.3825680719242249,0.2448347479320129,0.322
93,snr10,93,0.4030167325939421,0.1885362577740107,0.337
94,snr10,94,0.3969141380540459,0.2219206792437482,0.254
95,snr10,95,0.3987425635746414,0.1953701134205867,0.297
96,snr10,96,0.3891564051907861,0.2110575164077875,0.308
97,snr10,97,0.3962292967318696,0.2046533110058481,0.278
98,snr10,98,0.3976235461375068,0.2227206119903677,0.303
99,snr10,99,0.4069970570401079,0.1805893327093974,0.293
0,snr25,0,0.2701366014180711,0.3253713376285798,0.945
1,snr25,1,0.2549880678293752,0.3407692007165065,0.962
2,snr25,2,0.2541762712327059,0.3381323941130368,0.97
3,snr25,3,0.2518437477423642,0.3592850619809614,0.948
4,snr25,4,0.2585146590341553,0.3310021074543596,0.955
5,snr25,5,0.2526817255774385,0.3819899869488791,0.955
6,snr25,6,0.265489566955698,0.3345084715260931,0.971
7,snr25,7,0.2481997938615899,0.3801096272257993,0.96
8,snr25,8,0.2573306772735057,0.3667553184707966,0.945
9,snr25,9,0.267616157163866,0.3039349010976457,0.956
10,snr25,10,0.2536292268508139,0.3731642361524856,0.958
11,snr25,11,0.2409893986804319,0.382156006708273,0.96
12,snr25,12,0.2416302650936095,0.3686078833553934,0.975
13,snr25,13,0.264458637488951,0.3189225451115777,0.951
14,snr25,14,0.2556828238105484,0.3432348197670149,0.976
