,mae,ssim,hist
0,0.38848726518344534,0.15401153969573292,0.297
1,0.370810020916433,0.20173098312855925,0.445
2,0.3784969769477728,0.18205867751991964,0.336
3,0.3744181201455021,0.18338912231652746,0.42
4,0.38109077847209455,0.16341612047900544,0.444
5,0.37149207144558566,0.23984886304655162,0.444
6,0.3762735299104678,0.19344533588305762,0.422
7,0.37323191182588533,0.20212082279920476,0.327
8,0.3911282882044487,0.17692977196933662,0.297
9,0.3901636317546113,0.17548063370534933,0.324
10,0.3869904165895776,0.17259796427005844,0.256
11,0.3864435768728727,0.15480104623082727,0.363
12,0.3702828717703989,0.18660045620666868,0.269
13,0.3784088706381272,0.17053875541654953,0.356
14,0.3897781293486509,0.18302964567610028,0.407
15,0.3907566759223484,0.15401627331329942,0.263
16,0.38152538454776075,0.2130640804523549,0.316
17,0.37082665702835954,0.21495890886773283,0.394
18,0.3725609828691957,0.2303506675077951,0.199
19,0.3686095195993975,0.18450070987430423,0.596
20,0.37609451426595447,0.18302489398927566,0.348
21,0.3820113248437759,0.19954847017160415,0.331
22,0.38895228604175286,0.18697385191952182,0.41
23,0.37352888201129014,0.188622159095832,0.279
24,0.38692134115488924,0.16659653902212498,0.286
25,0.39107722531727024,0.18236625499951417,0.353
26,0.37353364375094783,0.19162353385035555,0.462
27,0.3731946131941147,0.19506449262941516,0.337
28,0.38577949210061696,0.18891111318236556,0.452
29,0.3667153613254239,0.18680982010562766,0.431
30,0.3972811233676948,0.15226743562898368,0.369
31,0.37112481035818745,0.19554386328938908,0.384
32,0.3745992092070954,0.2097420623448691,0.345
33,0.3777557402408114,0.18464206661429455,0.375
34,0.3852949669708565,0.1752721470652384,0.274
35,0.377726989322487,0.17120756983520902,0.379
36,0.3864387496944075,0.18766879981608597,0.269
37,0.37905434283376876,0.17109178453761592,0.383
38,0.38107581384893746,0.2504668622945627,0.397
39,0.3722694573698478,0.1860096993468759,0.392
40,0.38495775400126453,0.17061691231706924,0.471
41,0.3660153319350795,0.21669840462796555,0.29
42,0.36509298924929356,0.23136586051336433,0.406
43,0.38957021324292246,0.2045267311165137,0.346
44,0.3795639089759661,0.21516731548839885,0.457
45,0.37982433368775775,0.18242400843385315,0.329
46,0.38100247142236443,0.1960553935520711,0.428
47,0.3880828753066791,0.16779263468421912,0.434
48,0.36173281462954354,0.21889265982882616,0.442
49,0.3715190781686169,0.2016511742213365,0.287
50,0.3805402571032886,0.18740196512273705,0.343
51,0.38187012236248685,0.16895792870196363,0.412
52,0.3738621886073742,0.2057142835923173,0.28
53,0.3990085703866506,0.16867970484715325,0.32
54,0.376051838219611,0.19164837618794456,0.371
55,0.370275951073511,0.2118508784784628,0.42
56,0.377463949256181,0.20670875058312158,0.408
57,0.38676544753374487,0.1655867604651063,0.376
58,0.37145754377559487,0.14696809767972932,0.346
59,0.3779005189249521,0.20407685019354072,0.44
60,0.3801758986381761,0.15512143389554875,0.383
61,0.36392978601841547,0.2003372416854469,0.476
62,0.38846664784154333,0.17377251720109468,0.352
63,0.3819568655160666,0.19799685474079437,0.319
64,0.3789238411076212,0.1877605937393823,0.359
65,0.3896278366405218,0.15940985722930265,0.409
66,0.37612168662267725,0.2091792327800666,0.296
67,0.36609421729309627,0.2380702329426183,0.366
68,0.38654976646047734,0.1258379053813823,0.393
69,0.3689525800820073,0.18427991746998265,0.419
70,0.3800289928760882,0.20603559499610846,0.286
71,0.37229050430619687,0.20576922074264636,0.449
72,0.38293878108218427,0.23740924846350314,0.328
73,0.3677929949125067,0.25220561280673437,0.44
74,0.377350260285738,0.15121642177095904,0.389
75,0.36849831356017504,0.17890535912170985,0.252
76,0.37457314373315337,0.19752058608134346,0.402
77,0.3957611881285119,0.16393512034818214,0.298
78,0.38232506513311665,0.17462145247073121,0.373
79,0.37358716870515674,0.16061017936198335,0.316
80,0.4061943903968533,0.14693662175570507,0.424
81,0.3703176112028238,0.19186410864184666,0.44
82,0.36865329316213785,0.2229615874945447,0.404
83,0.3647611976936683,0.21354526462229767,0.493
84,0.3768616883097372,0.20397773616343512,0.397
85,0.389435392376408,0.19843567069262205,0.416
86,0.40915090851590297,0.14495308289160014,0.323
87,0.37510127463051013,0.14132042146356197,0.289
88,0.3662634081540921,0.2149970666913904,0.355
89,0.3569263602979283,0.18450693943139546,0.452
90,0.37803800688303807,0.1561578826773126,0.369
91,0.3909243370599788,0.21161879069032621,0.302
92,0.38507605819342955,0.14493771532327962,0.381
93,0.3808829534273753,0.18268996390538583,0.424
94,0.37865890432371657,0.1745974343311585,0.515
95,0.3766988278502677,0.20411764442445998,0.467
96,0.37707911731776383,0.20579340304892332,0.372
97,0.3597260552959244,0.24045903104608676,0.448
98,0.403158730261294,0.12328686424845187,0.222
99,0.3719017448024542,0.21250580986939613,0.395
