,mae,ssim,hist
0,0.39150026536651406,0.2092832679710078,0.326
1,0.3990198500466725,0.19628849203361723,0.362
2,0.40450286599781676,0.22513088022108765,0.321
3,0.40067857936875045,0.20928625149746607,0.297
4,0.3930837459040902,0.22467977201160244,0.278
5,0.39831875525953686,0.19254186325203737,0.376
6,0.3938782006294591,0.23883796659008433,0.311
7,0.38187805116618023,0.23524767686314285,0.362
8,0.4011652905829341,0.20687471813537342,0.335
9,0.40129333645790416,0.19854664074246992,0.359
10,0.39734030593294417,0.21024690266651347,0.288
11,0.39430115612256356,0.24625302224494292,0.351
12,0.395666868411673,0.21364932531288605,0.34
13,0.3900618938620772,0.22100863508996565,0.324
14,0.4058868609804075,0.19141424375557944,0.349
15,0.4000838833206386,0.19964479544519204,0.309
16,0.39621193510858727,0.20296361978949548,0.32
17,0.38538520349657396,0.2393905426095739,0.354
18,0.39929326252678465,0.17411554641992597,0.288
19,0.405212326835209,0.19834060632387338,0.313
20,0.3974169664900299,0.2047516108411917,0.294
21,0.3890812304888991,0.21883424867596335,0.41
22,0.3938120815047239,0.22446703811764696,0.332
23,0.4054215287870431,0.1860106450975505,0.28
24,0.40635751740960496,0.18981991756987618,0.27
25,0.3906526405525844,0.22144165084805362,0.288
26,0.41625049042759704,0.19902494916761743,0.275
27,0.39079586083543316,0.22832139194468887,0.357
28,0.3963972192224485,0.21190598858031384,0.302
29,0.39964272634484904,0.20771467034636099,0.259
30,0.39508629460112554,0.21575755943916028,0.36
31,0.3919382001784661,0.24614744674722255,0.289
32,0.3954843823812346,0.18737534628975486,0.253
33,0.4007343761423508,0.1956038243204377,0.261
34,0.3915624784795874,0.23456165257424277,0.283
35,0.4016047832429451,0.2152116522412238,0.403
36,0.40894766119622733,0.1906155596227133,0.319
37,0.39957088643503036,0.19661312130759534,0.306
38,0.41457847032383055,0.1894102132432016,0.259
39,0.39479915236946783,0.22035228655233194,0.232
40,0.3849780588217,0.21709586176006304,0.273
41,0.37910972742434823,0.23064899219644464,0.34
42,0.38755822843120097,0.2310507598875213,0.335
43,0.3943918489977571,0.20864444275290536,0.307
44,0.4106475704435644,0.19964337604059207,0.267
45,0.3928125796164495,0.24529067801154367,0.289
46,0.40072081931617226,0.2318870920581664,0.144
47,0.39674637337620783,0.20190395616457768,0.322
48,0.3954204760727221,0.20418974248552518,0.298
49,0.38803544923251493,0.2195811924969478,0.39
50,0.3945876404403873,0.18992218613041015,0.315
51,0.38102959377411116,0.2325875010508812,0.338
52,0.39246189638761153,0.2079024998271558,0.302
53,0.4038904389334515,0.2104683930709104,0.299
54,0.3965440476608516,0.24594025880450376,0.268
55,0.39760935303620504,0.19772979403821814,0.33
56,0.39945790670719494,0.22141179444767647,0.349
57,0.39873862527551096,0.21492527114003418,0.379
58,0.3981567389947424,0.2384224244986615,0.27
59,0.39625050854977073,0.22336282542156405,0.36
60,0.39849720467697314,0.20424841725522588,0.327
61,0.39633608991684827,0.21132923764419595,0.336
62,0.39644296348894503,0.21316007139240345,0.396
63,0.39725662964093206,0.21285631598814045,0.322
64,0.40464485579656867,0.17575288415298104,0.433
65,0.4060419329481404,0.20474498620584003,0.26
66,0.3919749039907375,0.19611884926650844,0.366
67,0.40466612722373113,0.19621594823361002,0.358
68,0.39399954045813074,0.22412369103293148,0.362
69,0.4052073038225795,0.18812485717046296,0.343
70,0.4006555866804537,0.22390182166518943,0.308
71,0.40560733329489257,0.2151901609221204,0.252
72,0.40401483825766565,0.19117198146867065,0.342
73,0.4072803615588642,0.18975813651057855,0.345
74,0.40466149022267883,0.1846153856226844,0.353
75,0.3972569428985805,0.17231218698875453,0.393
76,0.3949599017899805,0.21949133330206172,0.351
77,0.40243026131255744,0.20489545997237177,0.277
78,0.39484229356676576,0.22852551600729545,0.339
79,0.3976452035876913,0.21735203758376723,0.322
80,0.3941547189318384,0.22836673037598987,0.267
81,0.3882145422732746,0.2340458727956814,0.309
82,0.4008997223186805,0.21467492534108926,0.349
83,0.39364175728682493,0.20756449595318174,0.279
84,0.3977633092387467,0.2397321074211522,0.203
85,0.39628707810038666,0.21447973595856598,0.335
86,0.3940596194774365,0.21874238767015222,0.303
87,0.40614183729800063,0.2072406561830135,0.284
88,0.3949953118276125,0.20496319144564892,0.347
89,0.39722524746127924,0.22785177802775827,0.306
90,0.37645654305888065,0.24325052423141819,0.366
91,0.3839742262236325,0.2431018401259287,0.265
92,0.38256807192422493,0.24483474793201296,0.322
93,0.40301673259394216,0.18853625777401076,0.337
94,0.39691413805404596,0.22192067924374828,0.254
95,0.39874256357464144,0.19537011342058674,0.297
96,0.38915640519078615,0.21105751640778755,0.308
97,0.3962292967318696,0.20465331100584813,0.278
98,0.39762354613750683,0.2227206119903677,0.303
99,0.40699705704010797,0.18058933270939745,0.293
