,mae,ssim,hist
0,0.27314130762111377,0.3120952416325036,0.93
1,0.2644831233378332,0.31037108424728765,0.928
2,0.2917508244263948,0.24244386196454573,0.931
3,0.2793750067620094,0.21060598938740868,0.935
4,0.27613211786013325,0.2297902651893669,0.933
5,0.2648001656814697,0.17398514750774272,0.869
6,0.2661128573993692,0.2893537096094849,0.946
7,0.2907609076644324,0.18971009048816712,0.898
8,0.27417884368474443,0.20305617898317022,0.863
9,0.3053248427014865,0.16594434192905172,0.867
10,0.2902535875469601,0.18274590712318003,0.843
11,0.30070547598472896,0.19336384564106382,0.882
12,0.28092858648410285,0.2775556087141635,0.929
13,0.2577905805133524,0.26628939631820203,0.948
14,0.2788977117825832,0.24004639447689452,0.884
15,0.2915338603799583,0.11797156264835419,0.861
16,0.257433773340599,0.29508666970846004,0.945
17,0.2984561424923349,0.15706969463174544,0.868
18,0.27867076845741257,0.2421336291795896,0.887
19,0.24474112711219798,0.31788218735296103,0.942
20,0.27862435691841325,0.18594972948848076,0.812
21,0.2753006428338391,0.22164765013223559,0.942
22,0.27975523963566984,0.24056097886437425,0.936
23,0.2834707514539618,0.20659900624141886,0.834
24,0.2387256025581962,0.35897872105131245,0.953
25,0.27569287675187637,0.2810641347848898,0.9
26,0.24790886207003332,0.22741505094353093,0.908
27,0.259234847249893,0.30337929881944914,0.924
28,0.2614111231304405,0.2744682700995321,0.95
29,0.27889728590737,0.2500694801055719,0.928
30,0.2799259996655996,0.2359565575169687,0.954
31,0.26739062748662157,0.2982443617662343,0.955
32,0.2518746406966513,0.22203849307999188,0.913
33,0.2758443432991858,0.22618386330105292,0.864
34,0.30401307332609084,0.18227601855518405,0.801
35,0.2699511319988932,0.20443734090067828,0.921
36,0.2460150962529386,0.32052187328666254,0.937
37,0.2696889131048294,0.2694820314454664,0.946
38,0.26061681167245676,0.24581394671445916,0.951
39,0.2586058323452561,0.30564092131954607,0.947
40,0.24055749061139858,0.28688808560621126,0.969
41,0.26465749321016296,0.23578284642594016,0.927
42,0.2847648460230086,0.19481838705566926,0.92
43,0.29186111142052257,0.1385629546221408,0.813
44,0.277615950823746,0.1944371920163964,0.894
45,0.27775535296810766,0.21463536831581503,0.927
46,0.2935582302412255,0.1810742757781343,0.81
47,0.24096596807534096,0.3622258098805492,0.946
48,0.29469633375095017,0.1669206332654996,0.961
49,0.2859700363836738,0.194647464333484,0.917
50,0.25680536484140737,0.34868076267276515,0.967
51,0.2665858009503836,0.25200075683696244,0.849
52,0.2956370872398782,0.16497472187568377,0.913
53,0.3131689185255249,0.21965788423559443,0.786
54,0.2646302269353316,0.27633213207258595,0.93
55,0.26296430121849085,0.2506888728094172,0.938
56,0.2652920004537111,0.20352987266303807,0.97
57,0.26032098511538443,0.19087525169760566,0.893
58,0.2581650790023352,0.30373622430766717,0.923
59,0.25736202599193747,0.22897365129397115,0.955
60,0.2791548429236186,0.23486060037034687,0.951
61,0.2818208389156101,0.2605270458217451,0.926
62,0.24692966229784774,0.2959226682448232,0.957
63,0.2570698698515186,0.19989614435965314,0.953
64,0.26543307731430893,0.35819458946737737,0.948
65,0.2777048965212923,0.2288276268956388,0.929
66,0.27297192537761716,0.180731241766072,0.888
67,0.28712102653620286,0.20521662715734268,0.924
68,0.258128533659488,0.17737656089429407,0.898
69,0.2720519007506299,0.22893358677647127,0.901
70,0.28745576645175824,0.24326990184418265,0.941
71,0.27099269647003404,0.1504173662120487,0.939
72,0.26063872096149643,0.2541838301931022,0.949
73,0.28321848273335004,0.2026270239044143,0.894
74,0.29440599203248635,0.24121278458420467,0.914
75,0.29128725102553643,0.14196011581861595,0.877
76,0.26782202040192543,0.17383626417736264,0.885
77,0.2792221182113068,0.260938880466714,0.944
78,0.29296236481139987,0.18971804255331598,0.902
79,0.27896578994294563,0.3079027784785323,0.911
80,0.28424778198700257,0.15938336674148537,0.921
81,0.2729164744066771,0.2552716295787384,0.904
82,0.27990289833250626,0.26874351699432847,0.932
83,0.2874697054058976,0.19506593903060693,0.905
84,0.2686327355794604,0.18989887399959057,0.952
85,0.29056063214261146,0.12042713835755053,0.869
86,0.29993837015983565,0.12140326063475844,0.841
87,0.26131013441104367,0.23849891913931104,0.951
88,0.26069921449046296,0.29730412069091783,0.946
89,0.2797791095619012,0.22721651091264816,0.902
90,0.26880664339187277,0.21995785644319013,0.919
91,0.2853325989639217,0.2189351818406103,0.908
92,0.28518027568674914,0.25578073860635286,0.914
93,0.2619945190502369,0.35101153912999106,0.944
94,0.2729095848618715,0.12658006839429015,0.888
95,0.27263312364449727,0.25168755730173115,0.942
96,0.27601858863872714,0.24961303326282808,0.937
97,0.2888052627140396,0.17645944815129283,0.872
98,0.24623494581535194,0.21301323025339838,0.899
99,0.26604318701636087,0.22063659091300836,0.933
