,mae,ssim,hist
0,0.3786328929345359,0.2104138550521883,0.839
1,0.3957789609107831,0.17141117029762484,0.854
2,0.37833010144552764,0.21515210540926302,0.841
3,0.38527439975337213,0.2206034461952148,0.872
4,0.4079955723137972,0.1845764449026113,0.765
5,0.40010531014881257,0.17969088586269236,0.848
6,0.37796799129673553,0.21782750936288867,0.864
7,0.37998419950432283,0.2360587109026898,0.856
8,0.42075075122787287,0.17008789903773294,0.847
9,0.3897813267816725,0.21690974546457062,0.848
10,0.39312399119049013,0.20150219530689245,0.843
11,0.3873748734998065,0.2012036524292491,0.886
12,0.35988309834572374,0.2622456506300858,0.886
13,0.40944969360539557,0.1710338737736083,0.859
14,0.38335995737517364,0.23063274634878633,0.866
15,0.37543023129357533,0.22865010778994452,0.865
16,0.37542348094387146,0.21847363434070136,0.833
17,0.40352775706973903,0.20882617752544821,0.849
18,0.36623936596136275,0.23423064241097566,0.849
19,0.3685467420423082,0.23961556453069074,0.798
20,0.36016519516208123,0.2297909488470909,0.907
21,0.38892452279220163,0.2125356470751941,0.871
22,0.385512695545228,0.21339531926763758,0.857
23,0.36433066058385877,0.24680688080438246,0.88
24,0.38469840879573475,0.22895507274267132,0.871
25,0.3718957547271686,0.2412476109203675,0.893
26,0.3704683911996942,0.20917369551502046,0.911
27,0.37955638485081145,0.22040813070339182,0.887
28,0.4110357339132881,0.20631955647244513,0.861
29,0.3616032668796916,0.2467271091271623,0.848
30,0.3620954294091873,0.2379269816041033,0.912
31,0.38161911701827894,0.23457359566025765,0.863
32,0.4057113566523717,0.16439619193269103,0.844
33,0.3986621061395586,0.19014956456396118,0.849
34,0.3678030373186117,0.2228535516513143,0.91
35,0.3611651551660552,0.2633385889219316,0.885
36,0.37552878076253265,0.22283827807142773,0.876
37,0.38458651067736904,0.23212636441698928,0.848
38,0.39821661215058557,0.17946166356118953,0.857
39,0.3653972642357751,0.2308626024003802,0.897
40,0.4056830886075395,0.195199927883818,0.845
41,0.37730620793720565,0.22579767612791124,0.845
42,0.37988574891057725,0.20753129199082113,0.855
43,0.37174330044221027,0.23771531180545724,0.879
44,0.38601896668372976,0.2049356534836998,0.866
45,0.386472504958205,0.1936496450716952,0.855
46,0.3452308825772269,0.24396792918335794,0.895
47,0.36099213233766236,0.23922285015741654,0.871
48,0.3601342789408887,0.2514456832106489,0.863
49,0.3871143105636741,0.18168820167950545,0.904
50,0.4081828270229984,0.18451694101634067,0.821
51,0.37215151925441153,0.2334274405707409,0.876
52,0.3541884191395358,0.2561708943380503,0.859
53,0.3691144203065078,0.2151991954065424,0.886
54,0.4045898302781043,0.16085812377430495,0.855
55,0.3607772394186588,0.26828961364733533,0.909
56,0.360481450654696,0.266068944667076,0.9
57,0.35407212778006947,0.27276084807006723,0.867
58,0.35582710886365143,0.24484233443827172,0.888
59,0.3959287462451032,0.19982063273763379,0.852
60,0.38553372780464784,0.20118244866798,0.83
61,0.38275335094911894,0.22792710390711768,0.889
62,0.40166099273056305,0.15722272402167214,0.844
63,0.40297971633824825,0.20270725626041805,0.835
64,0.37091287814245866,0.2124608144442736,0.846
65,0.4115845951699397,0.17240778516009997,0.873
66,0.3908519970452694,0.18933896751304782,0.858
67,0.4027052381371315,0.1812067120737649,0.808
68,0.3576187525824456,0.22499760973129948,0.871
69,0.37038612113870467,0.20352072701687937,0.904
70,0.37490714431728395,0.22282303582453308,0.874
71,0.3863099143600984,0.19850117001540807,0.858
72,0.3713601978238393,0.21503067555219876,0.887
73,0.3620674602605608,0.21012094349158267,0.885
74,0.3527054826196079,0.23334224285697974,0.89
75,0.36863540970545283,0.22772902135687167,0.884
76,0.37369818928540854,0.2170538083398776,0.877
77,0.37157623754919644,0.23106377522405966,0.847
78,0.37322857329398745,0.2519419125640431,0.861
79,0.3557739646539386,0.2708210783408858,0.896
80,0.38650560567365433,0.23017914932266906,0.887
81,0.37498923408043927,0.21378366823853065,0.87
82,0.3890604344463927,0.20971214134497448,0.854
83,0.3681582272284283,0.20830863919777817,0.885
84,0.3893225172219085,0.2221602709092598,0.854
85,0.383773516822335,0.20810149237491055,0.846
86,0.3504020722859539,0.24407111434780807,0.887
87,0.3847497205952835,0.20900102553449318,0.831
88,0.3941294762852206,0.204607507674919,0.845
89,0.3898860577926516,0.19945092289582939,0.87
90,0.37723134074548637,0.2267123105133375,0.853
91,0.40533795356452945,0.19698503466955886,0.825
92,0.37104757146919587,0.229018992647315,0.909
93,0.36295115018351215,0.20366507005258377,0.895
94,0.39511141089559315,0.1960643084331077,0.846
95,0.38583199227051906,0.22606132934627216,0.868
96,0.36200738155816403,0.24318523179350193,0.888
97,0.36405902886823976,0.22600137625134806,0.873
98,0.3489320520548318,0.28019820933947975,0.882
99,0.385390886815758,0.2078310851938512,0.827
